,id,acronym,def
393,t_AASO_1,AASO,Afro-Asian Solidarity Organization
394,t_AAT1,AAT,Additional Assistance to Thailand
395,t_AAUN1,AAUN,American Association for the United Nations
396,t_AAW1,AAW,anti-air warfare
397,t_AAWID_1,AA/WID,"or AID/WID, Office of Women in Development, Agency for International Development"
398,t_AAW_1,AAW,anti-aircraft warfare
399,t_AA_1,AA,"A, Bureau of Administration, Department of State
, affirmative action
AAFSW, Association of American Foreign Service Women
AAJOP, Affirmative Action Junior Officer Program 
A/BF, Office of the Deputy Assistant Secretary of State for Budget and Finance, Bureau of Administration 
A/BF/OB, Office of the Deputy Assistant Secretary of State for Budget and Finance, Office of Budget, Bureau of Administration 
ACDA, Arms Control and Disarmament Agency
ACLU, American Civil Liberties Union
ACSI, Assistant Chief of Staff for Intelligence, U.S. Army
ACTION, Federal agency that coordinates domestic volunteer efforts
ADNI, Assistant Director of National Intelligence
ADP, automatic data processing
AF, Air Force; Bureau of African Affairs, Department of State
AFGE, American Federation of Government Employees
AFL-CIO, American Federation of Labor and Congress of Industrial Organizations
AFSA, American Foreign Service Association
AID, Agency for International Development
A/ISO, Deputy Assistant Secretary of State for Information Systems, Bureau of Administration
Amb, Ambassador
ANZUS, Australia, New Zealand, United State Security Treaty
APA, Administrative Procedure Act
ARA, Bureau of Inter-American Affairs, Department of State
ARC, Application Review Committee
ASA, Army Security Agency
ASAT, anti-satellite weapon
ASD/C3I, Assistant Secretary of Defense for Command, Control, Communications, and Intelligence
ASD/ISA, Assistant Secretary of Defense for International Security Affairs
ASEAN, Association of South East Asian Nations
ASW, anti-submarine warfare
A/SY, Office of Security, Bureau of Administration, Department of State
A/SY/OPS, Director for Operations, Office of Security, Bureau of Administration, Department of State
A/SY/PSI, Director for Personnel Security and Investigations, Office of Security, Bureau of Administration, Department of State
A/SY/SAS, Special Assignments Staff, Office of Security, Bureau of Administration, Department of State"
400,t_AB1,A-B,Office of the Assistant Secretary of State (Berle)
401,t_ABAKO_1,ABAKO,Alliance des Ba-Kongo
402,t_ABAKs1,ABAKs,Alliance des Bakings
403,t_ABC1,ABC,"atomic, biological, and chemical"
404,t_ABC11,ABC-1,"document designation for report, dated March 27, 1941, entitled ""United States-British Staff Conversations"""
405,t_ABC_1,ABC,American Broadcasting Company
406,t_ABDA1,ABDA,"American-British-Dutch-Australian, applied to the theater of war from the Bay of Bengal to Australasia"
407,t_ABF1,A/BF,"Deputy Assistant Secretary of State for Budget and Finance, Bureau of Administration"
408,t_ABFOB_1,A/BF/OB,"Office of the Deputy Assistant Secretary of State for Budget and Finance, Office of Budget, Bureau of Administration"
409,t_ABF_1,A/BF,"Office of the Deputy Assistant Secretary of State for Budget and Finance, Bureau of Administration"
410,t_ABG1,ABG,air base group
411,t_ABM1,ABM,anti-ballistic missile system
412,t_ABMDA1,ABMDA,Army Ballistic Missile Defense Agency
413,t_ABMIS1,ABMIS,Airborne Missile Intercept System
414,t_ABM_1,ABM,"anti-ballistic missile
ACDA, Arms Control and Disarmament Agency
ACDA/D, Office of the Director, Arms Control and Disarmament Agency
ACDA/DD, Office of the Deputy Director, Arms Control and Disarmament Agency
ACDA/IR, International Relations Bureau, Arms Control and Disarmament Agency
ACDA/MEA, Military and Economic Affairs Bureau, Arms Control and Disarmament Agency
ACDA/NWT, Nuclear Weapons and Advanced Technology Bureau, Arms Control and Disarmament Agency
ACDA/NWT/AT, Weapons Test Ban Division, Nuclear Weapons and Advanced Technology Bureau, Arms Control and Disarmament Agency
AEC, Atomic Energy Commission
AF, Bureau of African Affairs, Department of State
AID, Agency for International Development
ARA, Bureau of Inter-American Affairs, Department of State
ARPA, Advanced Research Projects Agency, Department of Defense"
415,t_ABN1,ABN,airborne
416,t_ABNBNS1,ABN Bns,Airborne Battalions
417,t_ABNCP1,ABNCP,airborne command posts
418,t_ABRES1,ABRES,Advanced Ballistic Reentry System
419,t_ABRES_1,ABRES,Advanced Ballistic Reentry System
420,t_ABWEHR1,ABWEHR,Foreign Intelligence Service of the High Command of the German Armed Forces
421,t_ABr1,A-Br,Assistant Secretary of State for American Republic Affairs (Braden)
422,t_AC1,A-C,"Assistant Secretary of State for Economic Affairs, Department of State"
423,t_AC130S_1,AC-130 Spectre,"heavily armed U.S. aircraft that provided close air support, air interdiction, and force protection"
424,t_AC130Spectre1,AC-130 Spectre,"heavily armed U.S. aircraft that provided close air support, air interdiction, and force protection"
425,t_AC130_1alt1,C-130,"see
AC-130"
426,t_AC2,A-C,Office of the Assistant Secretary of State for Economic Affairs
427,t_AC6L1,A/C.6/L,series indicator for documents of the Sixth Committee of the General Assembly of the United Nations
428,t_ACA1,ACA,"Office of Asian Communist Affairs, Bureau of Far Eastern Affairs (East Asian and Pacific Affairs after November 1, 1966, Department of State"
429,t_ACA2,ACA,Allied Council for Austria
430,t_ACABQ1,ACABQ,"Advisory Committee on Administrative and Budgetary Questions, United Nations"
431,t_ACANEFE_1,ACAN-EFE,Panamanian news service
432,t_ACA_1,ACA,"Office of Asian Communist Affairs, Bureau of East Asian and Pacific Affairs, Department of State"
433,t_ACBAQ1,ACBAQ,"Advisory Committee on Budget and Administrative Questions, United Nations"
434,t_ACC1,ACC,"Administrative Committee on Coordination, UN Economic and Social Council"
435,t_ACC2,ACC,Allied Control Council
436,t_ACDA1,ACDA,United States Arms Control and Disarmament Agency
437,t_ACDAD1,ACDA/D,"Office of the Director, Arms Control and Disarmament Agency"
438,t_ACDADD1,ACDA/DD,"Office of the Deputy Director, Arms Control and Disarmament Agency"
439,t_ACDADD_1,ACDA/DD,"Office of the Deputy Director, Arms Control and Disarmament Agency"
440,t_ACDAD_1,ACDA/D,"Office of the Director, Arms Control and Disarmament Agency"
441,t_ACDAIR1,ACDA/IR,"Office of the Assistant Director for International Relations, Arms Control and Disarmament Agency"
442,t_ACDAIR_1,ACDA/IR,"Office of International Relations, Arms Control and Disarmament Agency"
443,t_ACDAMEA_1,ACDA/MEA,"Military and Economic Affairs Bureau, Arms Control and Disarmament Agency"
444,t_ACDANWTAT_1,ACDA/NWT/AT,"Weapons Test Ban Division, Nuclear Weapons and Advanced Technology Bureau, Arms Control and Disarmament Agency"
445,t_ACDANWT_1,ACDA/NWT,"Nuclear Weapons and Advanced Technology Bureau, Arms Control and Disarmament Agency"
446,t_ACDAST1,ACDA/ST,"Science and Technology Bureau, Arms Control and Disarmament Agency"
447,t_ACDA_1,ACDA,U.S. Arms Control and Disarmament Agency
448,t_ACD_1,AC/D,"or AC&D, arms control and disarmament"
449,t_ACE1,ACE,Atomic Energy Commission
450,t_ACEDE1,ACEDE,Administrative Commission for Economic Defense (in Brazil)
451,t_ACEN1,ACEN,Assembly of Captive European Nations
452,t_ACEP1,ACEP,Advisory Committee on Export Policy
453,t_ACE_1,ACE,"Allied Command, Europe"
454,t_ACFL1,ACFL,All-China Federation of Labor
455,t_ACFT1,ACFT,aircraft
456,t_ACI1,ACI,"Advisory Committee on Intelligence, Department of State"
457,t_ACIS_1,ACIS,arms control impact statement
458,t_ACJ1,ACJ,Allied Council for Japan
459,t_ACLANT_1,ACLANT,"Allied Command, Atlantic"
460,t_ACLI1,ACLI,Associazione Cristiana Lavoratori Italiani (Association of Italian Christian Workers)
461,t_ACLU1,ACLU,Arab Confederation of Labor Unions
462,t_ACLU_1,ACLU,American Civil Liberties Union
463,t_ACM1,ACM,Air Chief Marshal
464,t_ACN41,A/CN.4,series indicator for documents of the International Law Commission of the General Assembly of the United Nations
465,t_ACOA_1,ACOA,American Committee on Africa
466,t_ACP1,ACP,"Africa, Caribbean, and Pacific nations signatory to the 1975 Lome' Convention"
467,t_ACQ_1,ACQ,acquired
468,t_ACR1,ACR,Advisory Committee on Requirements
469,t_ACS1,AC/S,Assistant Chief of Staff (Army)
470,t_ACSI1,ACSI,"Assistant Chief of Staff for Intelligence, Department of the Army"
471,t_ACSIDA1,ACSI/DA,"Assistant Chief of Staff of Intelligence, Department of the Army"
472,t_ACSI_1,ACSI,"Assistant Chief of Staff for Intelligence, U.S. Army"
473,t_ACSP1,ACSP,Asian Collective Security Pact
474,t_ACTA1,ACTA,(Interdepartmental) Advisory Committee on Technical Assistance
475,t_ACTION1,ACTION,Federal agency that coordinates domestic volunteer efforts
476,t_ACTION_1,ACTION,federal agency created by the merger of VISTA and the Peace Corps
477,t_ACU1,ACU,Afghan Construction Unit
478,t_ACV1,ACV,auxiliary aircraft carrier or tender
479,t_ACW1,AC&W,Aircraft Control and Warning System
480,t_ACW2,AC&W,aircraft control & warning
481,t_ACWH1,AC/WH,"Acting Chief, Western Hemisphere Division, Central Intelligence Agency"
482,t_ACW_1,ACW,aircraft control and warning
483,t_ACYPL_1,ACYPL,American Council of Young Political Leaders
484,t_AC_1,AC,alternating current
485,t_ACandW1,AC and W,"Air Communications and Weather (Group), United States Navy"
486,t_ACofS,AC of S,Assistant Chief of Staff
487,t_ACofS1,AC of S,Assistant Chief of Staff
488,t_AD1,AD,"Accion Democratica (Democratic Action), a Venezuelan political party"
489,t_AD2,AD,destroyer tender
490,t_AD701,AD 70,"""Allied Defense Problems in the Seventies"" (a NATO study)"
491,t_AD70_1,AD 70,Alliance Defense Problems for the 1970s (NATO study)
492,t_ADA1,ADA,"Area Division IV (American Republics), in the Office of Information and Educational ExchangeComponents of the Department of State."
493,t_ADAM1,Adam,Guatemala City
494,t_ADB1,ADB,African Development Bank
495,t_ADBU1,ADBU,Australian-Dutch-British-United States
496,t_ADB_1,ADB,Asian Development Bank
497,t_ADC1,ADC,Air Defense Command
498,t_ADCC1,ADCC,air defense control center
499,t_ADCI_1,ADCI,Assistant Director of Central Intelligence
500,t_ADCM_1,A/DCM,Assistant Deputy Chief of Mission
501,t_ADCOM1,ADCOM,Advance Command and Liaison Group in Korea (US)
502,t_ADCOR1,ADCOR,subject indicator for telegrams concerning aid coordination
503,t_ADC_1,ADC,aide-de-camp
504,t_ADD1,ADD,Agency for Defense Development
505,t_ADDEE1,addee,addressee
506,t_ADDI_1,ADDI,"Assistant Deputy Director for Intelligence, Central Intelligence Agency"
507,t_ADDO_1,ADDO,"Assistant Deputy Director for Operations, Central Intelligence Agency"
508,t_ADDP1,ADDP,"Assistant Deputy Director for Plans, Central Intelligence Agency"
509,t_ADDP_1,ADDP,"Assistant Deputy Director for Plans, Central Intelligence Agency"
510,t_ADE1,AD/E,"Office of the Assistant Director for Europe, Mutual Security Agency"
511,t_ADELA1,ADELA,Atlantic Community Development Group for Latin America
512,t_ADF1,ADF,African Development Fund
513,t_ADF_1,ADF,"or AFDF, African Development Fund"
514,t_ADIZ1,ADIZ,air defense identification zone
515,t_ADIZ_1,ADIZ,Air Defense Identification Zone
516,t_ADL1,ADL,Armistice Demarcation Line
517,t_ADM1,ADM,Atomic Demolition Munitions
518,t_ADMINO1,Admino,series indicator for administrative telegrams from CINCPAC
519,t_ADM_1,ADM,air-launched decoy missile
520,t_ADN1,ADN,Allegemeiner Deutscher Nachrichtendienst (General German News Service in the Soviet Zone of Germany)
521,t_ADNI_1,ADNI,Assistant Director of National Intelligence
522,t_ADN_1,Adn.,addition
523,t_ADOA1,ADOA,Air Defense Operations Agreement
524,t_ADORE1,AD/ORE,Assistant Director for Reports and Estimates
525,t_ADP1,ADP,Airport Development Program (of the United States)
526,t_ADPC1,ADPC,"Assistant Director for Policy Coordination, CIA"
527,t_ADPCCIA1,ADPC (CIA),"Assistant Director for Policy Coordination, Central Intelligence Agency"
528,t_ADP_1,ADP,automatic data processing
529,t_ADS1,AD/S,"Office of the Assistant Director for Supply, Mutual Security Agency"
530,t_ADSO1,ADSO,Assistant Director for Special Operations (CIG and CIA)
531,t_ADTC1,ADTC,Air Defense Technical Command; Allied Defense Tactical Communications
532,t_ADU1,ADU,"Accion Democratica Unitas (United Democratic Action), Nicaraguan political group"
533,t_ADV_1,ADV,Advance Echelon
534,t_AD_1,AD,"Accion Democratica (Democratic Action), Venezuelan political party"
535,t_AE1,AE,ammunitions ship
536,t_AEA1,AEA,Atomic Energy Authority
537,t_AEAF1,A. E. A. F.,Allied Expeditionary Air Force
538,t_AEC1,AEC,"Atomic Energy Commission AID, Agency for International Development"
539,t_AECA_1,AECA,Arms Export Control Act
540,t_AECB_1,AECB,Arms Export Control Board
541,t_AECCCA1,AEC-CCA,Atomic Energy Commission-Commission for Conventional Armaments Committee (United Nations)
542,t_AEC_1,AEC,Atomic Energy Commission
543,t_AEDF1,AEDF,Asian Economic Development Fund
544,t_AEDS1,AEDS,Atomic Energy Detection Station
545,t_AEF1,AEF,Allied Expeditionary Force
546,t_AEF_1,AEF,American Expeditionary Forces
547,t_AEG1,AEG,Allgemeine Elektrizitats Gesellschaft (Universal Electricity Company in Germany)
548,t_AES1,AES,Adlai E. Stevenson
549,t_AEW1,AEW,Aircraft early warning; airborne electronic warfare
550,t_AEWC1,AEW&C,Airborne Early Warning and Control
551,t_AEWCDet1,AEW&C Det,Airborne Early Warning and Control Detachment
552,t_AEW_1,AEW,airborne early warning
553,t_AF1,AF,"Deputy Assistant Secretary of State for African Affairs, Bureau of Near Eastern, South Asian, and African Affairs until August 20, 1958; thereafter Bureau of African Affairs, Department of State"
554,t_AF1_1,AF #1,Air Force One
555,t_AF2,AF,"Office of African Affairs, Department of State; African"
556,t_AFA1,AFA,Allied Financial Agency
557,t_AFAFC1,AF/AFC,"Office of Central African Affairs, Bureau of African Affairs, Department of State"
558,t_AFAFI1,AF/AFI,"Office of Inter-African Affairs, Bureau of African Affairs, Department of State"
559,t_AFAFN1,AF/AFN,"Office of Northern African Affairs, Bureau of African Affairs, Department of State"
560,t_AFAFW1,AF/AFW,"Office of West Coast and Malian Affairs, Bureau of African Affairs, Department of State"
561,t_AFB1,AFB,Air Force base
562,t_AFBO1,A/FBO,"Office of Foreign Buildings, Department of State"
563,t_AFB_1,AFB,Air Force Base
564,t_AFC1,AF/C,"Central African Affairs Directorate, Bureau of African Affairs, Department of State"
565,t_AFCC1,AFCC,Armed Forces Coordinating Committee (Ethiopia)
566,t_AFCENT1,AFCENT,"Allied Air Forces, Central Europe"
567,t_AFCIN1,AFCIN,Air Force Chief of Intelligence
568,t_AFCM1,AF/CM,"Country Director for Central Africa, Malagasy and Mauritius, Bureau of African Affairs, Department of State"
569,t_AFCM2,AFCM,"Office of Central African, Malagasy and Mauritius Affairs, Bureau of African Affairs, Department of State"
570,t_AFCP_1,AFCP,Air Force Command Post
571,t_AFCW1,AFCW,"Country Director for West Central Africa, Bureau of African Affairs, Department of State"
572,t_AFC_1,AFC,"Office of Central African Affairs, Bureau of African Affairs, Department of State"
573,t_AFDB1,AFDB,African Development Bank
574,t_AFE1,AFE,"Office of Eastern and Southern African Affairs, Bureau of African Affairs, Depart- ment of State"
575,t_AFEPS1,AF/EPS,"Economic Policy Staff, Bureau of African Affairs, Department of State"
576,t_AFEPS_1,AF/EPS,"Economic Policy Staff, Bureau of African Affairs, Department of State"
577,t_AFEX1,AFEX,"Air Force Europe Exchange AFL, American Federation of Labor"
578,t_AFE_1,AF/E,"Office of East African Affairs, Bureau of African Affairs, Department of State"
579,t_AFFE1,AFFE,Armed Forces Far East
